ID	(x,y)	        (larg,haut)	 temps(ms)
43	(600, 171)	(39, 131)	1320
5	(458, 163)	(27, 54)	1320
8	(303, 138)	(23, 62)	1320
12	(229, 98)	(28, 88)	1320
35	(369, 91)	(24, 58)	1320
11	(282, 64)	(21, 59)	1320
45	(394, 59)	(25, 60)	1320
15	(438, 27)	(59, 63)	1320
36	(317, 20)	(40, 56)	1320
17	(634, 0)	(134, 144)	1320
39	(708, 105)	(17, 21)	1320
44	(713, 76)	(25, 17)	1320
38	(662, 24)	(19, 25)	1320
19	(502, 0)	(69, 71)	1320
42	(344, 0)	(42, 68)	1320
21	(268, 0)	(44, 23)	1320
23	(0, 0)	(189, 110)	1320
1	(37, 335)	(43, 80)	1360
0	(442, 303)	(35, 78)	1360
3	(512, 285)	(35, 77)	1360
30	(708, 223)	(38, 74)	1360
40	(88, 217)	(35, 73)	1360
4	(272, 197)	(27, 74)	1360
6	(134, 191)	(70, 75)	1360
43	(600, 172)	(39, 135)	1360
5	(459, 163)	(27, 54)	1360
8	(303, 137)	(23, 62)	1360
12	(229, 99)	(28, 87)	1360
35	(369, 91)	(24, 58)	1360
11	(282, 63)	(21, 59)	1360
45	(394, 60)	(25, 60)	1360
15	(438, 27)	(59, 62)	1360
36	(317, 20)	(40, 56)	1360
17	(634, 0)	(134, 144)	1360
39	(708, 106)	(18, 21)	1360
44	(713, 76)	(25, 18)	1360
38	(663, 25)	(18, 24)	1360
19	(502, 0)	(69, 71)	1360
42	(345, 0)	(42, 68)	1360
21	(268, 0)	(45, 23)	1360
23	(0, 0)	(189, 111)	1360
1	(37, 336)	(43, 81)	1400
0	(441, 301)	(35, 76)	1400
3	(508, 286)	(37, 76)	1400
46	(606, 235)	(34, 76)	1400
30	(707, 222)	(38, 72)	1400
40	(88, 219)	(36, 75)	1400
4	(271, 196)	(28, 75)	1400
6	(134, 191)	(70, 75)	1400
47	(601, 174)	(32, 69)	1400
5	(459, 162)	(27, 55)	1400
8	(303, 136)	(23, 63)	1400
12	(229, 100)	(28, 88)	1400
35	(368, 92)	(25, 57)	1400
11	(282, 63)	(22, 59)	1400
45	(394, 60)	(25, 60)	1400
15	(437, 27)	(60, 61)	1400
36	(317, 20)	(40, 56)	1400
17	(635, 0)	(133, 145)	1400
39	(708, 107)	(18, 21)	1400
44	(713, 76)	(25, 18)	1400
38	(663, 25)	(19, 25)	1400
19	(502, 0)	(69, 71)	1400
42	(346, 0)	(41, 67)	1400
21	(267, 0)	(46, 23)	1400
23	(0, 0)	(189, 110)	1400
1	(38, 337)	(43, 80)	1440
0	(441, 299)	(35, 74)	1440
3	(506, 287)	(37, 75)	1440
46	(607, 237)	(33, 77)	1440
30	(707, 221)	(37, 71)	1440
40	(88, 221)	(36, 76)	1440
4	(271, 195)	(28, 76)	1440
6	(134, 191)	(70, 75)	1440
47	(602, 175)	(32, 68)	1440
5	(460, 162)	(26, 55)	1440
8	(303, 136)	(23, 63)	1440
12	(229, 101)	(28, 89)	1440
35	(368, 92)	(24, 57)	1440
11	(282, 62)	(22, 58)	1440
45	(394, 61)	(25, 60)	1440
15	(437, 26)	(60, 61)	1440
36	(317, 20)	(40, 56)	1440
17	(635, 0)	(133, 146)	1440
39	(708, 110)	(19, 18)	1440
44	(714, 75)	(24, 19)	1440
38	(663, 25)	(19, 26)	1440
19	(502, 0)	(68, 71)	1440
42	(348, 0)	(39, 66)	1440
21	(289, 0)	(24, 23)	1440
23	(0, 0)	(190, 110)	1440
48	(437, 422)	(14, 10)	1480
1	(39, 338)	(42, 79)	1480
0	(440, 298)	(35, 73)	1480
3	(504, 288)	(37, 75)	1480
46	(607, 239)	(34, 76)	1480
40	(88, 222)	(37, 77)	1480
30	(707, 219)	(36, 72)	1480
4	(271, 194)	(28, 76)	1480
6	(134, 191)	(70, 75)	1480
47	(603, 176)	(32, 67)	1480
5	(461, 161)	(26, 56)	1480
8	(303, 135)	(23, 64)	1480
12	(230, 101)	(27, 91)	1480
35	(368, 93)	(24, 56)	1480
45	(394, 61)	(25, 60)	1480
11	(282, 61)	(22, 58)	1480
15	(437, 26)	(60, 60)	1480
36	(317, 20)	(40, 56)	1480
17	(635, 0)	(133, 149)	1480
39	(708, 110)	(20, 20)	1480
44	(714, 76)	(24, 19)	1480
38	(664, 24)	(18, 28)	1480
19	(502, 0)	(68, 71)	1480
42	(350, 0)	(38, 65)	1480
21	(290, 0)	(23, 22)	1480
23	(0, 0)	(190, 110)	1480
48	(435, 417)	(15, 15)	1520
1	(40, 340)	(43, 79)	1520
0	(439, 295)	(34, 75)	1520
3	(503, 289)	(35, 74)	1520
46	(609, 242)	(34, 76)	1520
40	(87, 225)	(38, 77)	1520
30	(709, 218)	(32, 73)	1520
4	(271, 191)	(27, 77)	1520
6	(134, 191)	(70, 75)	1520
47	(605, 178)	(32, 66)	1520
5	(462, 160)	(25, 56)	1520
8	(302, 134)	(23, 64)	1520
12	(230, 102)	(26, 94)	1520
35	(368, 94)	(24, 57)	1520
45	(394, 62)	(25, 59)	1520
11	(282, 59)	(21, 56)	1520
15	(436, 25)	(60, 59)	1520
36	(317, 20)	(40, 56)	1520
17	(636, 0)	(132, 150)	1520
44	(715, 75)	(24, 20)	1520
38	(664, 24)	(18, 30)	1520
19	(502, 0)	(67, 71)	1520
42	(357, 0)	(31, 64)	1520
21	(292, 0)	(22, 20)	1520
23	(0, 0)	(190, 109)	1520
48	(435, 414)	(17, 18)	1560
1	(40, 341)	(44, 78)	1560
0	(438, 293)	(34, 77)	1560
3	(503, 290)	(33, 73)	1560
46	(610, 244)	(34, 75)	1560
40	(87, 227)	(37, 77)	1560
30	(708, 217)	(33, 74)	1560
6	(134, 191)	(70, 75)	1560
4	(271, 190)	(27, 76)	1560
47	(606, 179)	(32, 65)	1560
5	(462, 159)	(26, 57)	1560
8	(302, 133)	(22, 64)	1560
12	(230, 102)	(26, 95)	1560
35	(368, 95)	(24, 58)	1560
45	(394, 62)	(25, 59)	1560
11	(282, 58)	(20, 56)	1560
15	(436, 24)	(60, 61)	1560
36	(317, 20)	(40, 56)	1560
17	(637, 0)	(131, 150)	1560
44	(715, 76)	(25, 19)	1560
38	(665, 24)	(18, 36)	1560
19	(502, 0)	(67, 71)	1560
42	(360, 0)	(28, 63)	1560
21	(293, 0)	(21, 20)	1560
23	(0, 0)	(191, 109)	1560
48	(434, 412)	(19, 20)	1600
1	(41, 342)	(43, 77)	1600
0	(437, 292)	(35, 78)	1600
3	(503, 291)	(32, 72)	1600
46	(611, 245)	(34, 74)	1600
40	(87, 228)	(37, 76)	1600
30	(706, 216)	(34, 75)	1600
6	(134, 191)	(70, 75)	1600
4	(271, 188)	(27, 76)	1600
47	(607, 180)	(32, 65)	1600
5	(463, 158)	(25, 57)	1600
8	(302, 132)	(22, 64)	1600
12	(230, 103)	(26, 95)	1600
35	(368, 96)	(24, 59)	1600
45	(394, 63)	(25, 58)	1600
11	(281, 57)	(21, 56)	1600
15	(436, 24)	(60, 61)	1600
36	(318, 20)	(39, 56)	1600
17	(637, 0)	(131, 150)	1600
44	(715, 77)	(25, 18)	1600
38	(666, 24)	(17, 36)	1600
19	(501, 0)	(67, 71)	1600
42	(362, 0)	(27, 63)	1600
21	(294, 0)	(20, 20)	1600
23	(0, 0)	(191, 109)	1600
48	(432, 409)	(21, 23)	1640
1	(42, 342)	(42, 78)	1640
3	(503, 291)	(31, 72)	1640
0	(437, 291)	(34, 79)	1640
46	(612, 246)	(34, 73)	1640
40	(86, 229)	(36, 75)	1640
30	(705, 215)	(34, 76)	1640
6	(134, 191)	(70, 75)	1640
4	(271, 187)	(27, 73)	1640
47	(607, 182)	(32, 68)	1640
5	(463, 157)	(25, 57)	1640
8	(301, 131)	(23, 64)	1640
12	(230, 103)	(26, 95)	1640
35	(368, 97)	(25, 60)	1640
45	(394, 63)	(25, 58)	1640
11	(281, 57)	(21, 56)	1640
15	(437, 23)	(59, 62)	1640
36	(318, 20)	(38, 56)	1640
17	(638, 0)	(130, 152)	1640
44	(716, 77)	(25, 18)	1640
38	(667, 23)	(16, 40)	1640
19	(501, 0)	(67, 71)	1640
42	(363, 0)	(26, 63)	1640
21	(295, 0)	(17, 19)	1640
23	(0, 0)	(191, 109)	1640
48	(430, 407)	(23, 25)	1680
1	(42, 343)	(42, 77)	1680
3	(502, 292)	(30, 72)	1680
0	(436, 290)	(34, 80)	1680
46	(613, 247)	(34, 73)	1680
40	(86, 230)	(35, 74)	1680
30	(705, 214)	(33, 76)	1680
6	(134, 191)	(70, 75)	1680
4	(271, 185)	(27, 72)	1680
47	(608, 184)	(32, 70)	1680
5	(463, 156)	(26, 56)	1680
8	(301, 130)	(22, 63)	1680
12	(230, 104)	(26, 95)	1680
35	(368, 98)	(25, 60)	1680
45	(394, 64)	(25, 58)	1680
11	(280, 56)	(22, 57)	1680
15	(437, 22)	(59, 63)	1680
36	(318, 20)	(39, 56)	1680
17	(639, 0)	(129, 153)	1680
44	(715, 77)	(25, 19)	1680
38	(667, 24)	(16, 31)	1680
19	(501, 0)	(67, 71)	1680
42	(363, 0)	(26, 63)	1680
21	(296, 0)	(16, 19)	1680
23	(0, 0)	(191, 109)	1680
48	(427, 403)	(25, 29)	1720
1	(43, 344)	(41, 76)	1720
3	(499, 292)	(31, 72)	1720
0	(435, 287)	(33, 82)	1720
46	(614, 249)	(36, 71)	1720
40	(85, 232)	(34, 72)	1720
30	(704, 212)	(33, 77)	1720
6	(134, 191)	(70, 75)	1720
47	(609, 187)	(32, 72)	1720
4	(272, 182)	(25, 70)	1720
5	(464, 154)	(25, 54)	1720
8	(300, 128)	(23, 60)	1720
12	(230, 105)	(26, 94)	1720
35	(369, 99)	(24, 61)	1720
45	(394, 65)	(25, 59)	1720
11	(280, 56)	(21, 57)	1720
15	(439, 21)	(57, 64)	1720
36	(318, 20)	(39, 56)	1720
17	(641, 0)	(127, 155)	1720
44	(716, 77)	(25, 26)	1720
38	(668, 19)	(14, 33)	1720
19	(539, 0)	(29, 71)	1720
49	(501, 0)	(35, 47)	1720
42	(363, 0)	(27, 63)	1720
21	(296, 0)	(16, 19)	1720
23	(0, 0)	(192, 109)	1720
48	(426, 402)	(26, 30)	1760
1	(43, 345)	(41, 75)	1760
3	(497, 292)	(31, 72)	1760
0	(435, 286)	(32, 81)	1760
46	(615, 251)	(37, 69)	1760
40	(85, 233)	(33, 71)	1760
30	(704, 210)	(32, 77)	1760
6	(135, 192)	(69, 74)	1760
47	(609, 189)	(32, 72)	1760
4	(271, 181)	(26, 70)	1760
5	(464, 153)	(25, 53)	1760
8	(300, 127)	(23, 60)	1760
12	(230, 105)	(26, 94)	1760
35	(369, 100)	(25, 61)	1760
45	(394, 66)	(26, 60)	1760
11	(279, 55)	(22, 58)	1760
15	(439, 20)	(57, 65)	1760
36	(318, 20)	(39, 56)	1760
17	(641, 0)	(127, 156)	1760
44	(715, 77)	(25, 22)	1760
38	(668, 23)	(15, 29)	1760
19	(539, 0)	(29, 71)	1760
49	(501, 0)	(34, 47)	1760
42	(362, 0)	(32, 63)	1760
21	(296, 0)	(18, 19)	1760
23	(0, 0)	(192, 109)	1760
48	(427, 400)	(25, 32)	1800
1	(44, 346)	(40, 74)	1800
3	(492, 292)	(35, 72)	1800
0	(434, 284)	(32, 81)	1800
46	(616, 252)	(37, 69)	1800
40	(84, 234)	(33, 70)	1800
30	(703, 209)	(33, 76)	1800
6	(135, 192)	(69, 74)	1800
47	(610, 191)	(31, 72)	1800
4	(271, 180)	(26, 71)	1800
5	(464, 152)	(25, 53)	1800
8	(300, 126)	(23, 60)	1800
12	(230, 106)	(26, 93)	1800
35	(369, 101)	(25, 60)	1800
45	(394, 67)	(26, 61)	1800
11	(279, 55)	(22, 57)	1800
15	(438, 41)	(20, 45)	1800
36	(318, 21)	(40, 55)	1800
50	(459, 20)	(37, 62)	1800
17	(641, 0)	(127, 156)	1800
44	(715, 77)	(25, 28)	1800
38	(669, 22)	(14, 30)	1800
19	(539, 0)	(29, 71)	1800
49	(500, 0)	(35, 47)	1800
42	(362, 0)	(34, 63)	1800
21	(296, 0)	(18, 19)	1800
23	(0, 0)	(191, 109)	1800
48	(427, 398)	(24, 34)	1840
1	(44, 346)	(40, 74)	1840
3	(487, 293)	(39, 71)	1840
3	(501, 337)	(10, 19)	1840
0	(434, 282)	(31, 80)	1840
46	(616, 253)	(38, 73)	1840
40	(84, 236)	(34, 71)	1840
30	(703, 208)	(32, 73)	1840
47	(610, 192)	(32, 72)	1840
6	(135, 192)	(69, 74)	1840
4	(271, 179)	(27, 72)	1840
5	(463, 152)	(26, 53)	1840
8	(300, 125)	(23, 61)	1840
12	(230, 107)	(26, 92)	1840
35	(369, 101)	(25, 60)	1840
45	(394, 68)	(26, 61)	1840
11	(279, 54)	(22, 57)	1840
15	(439, 41)	(19, 46)	1840
36	(318, 21)	(40, 55)	1840
50	(459, 19)	(37, 63)	1840
17	(641, 0)	(127, 156)	1840
44	(715, 77)	(25, 29)	1840
38	(669, 23)	(14, 29)	1840
19	(539, 0)	(29, 71)	1840
49	(500, 0)	(35, 47)	1840
42	(361, 0)	(37, 63)	1840
21	(296, 0)	(20, 19)	1840
23	(0, 0)	(194, 109)	1840
51	(151, 10)	(12, 19)	1840
48	(426, 396)	(25, 36)	1880
1	(45, 346)	(40, 74)	1880
3	(482, 293)	(42, 70)	1880
0	(433, 280)	(32, 78)	1880
46	(617, 255)	(37, 77)	1880
40	(84, 237)	(34, 75)	1880
30	(702, 206)	(32, 73)	1880
47	(611, 194)	(31, 70)	1880
6	(135, 192)	(69, 74)	1880
4	(271, 178)	(26, 73)	1880
5	(463, 151)	(26, 53)	1880
8	(300, 124)	(23, 62)	1880
12	(229, 108)	(28, 91)	1880
35	(369, 102)	(25, 59)	1880
45	(394, 69)	(26, 61)	1880
11	(279, 53)	(22, 57)	1880
15	(439, 42)	(19, 47)	1880
36	(319, 21)	(39, 55)	1880
50	(459, 19)	(37, 62)	1880
17	(642, 0)	(126, 156)	1880
44	(715, 78)	(25, 28)	1880
38	(669, 23)	(14, 29)	1880
19	(539, 0)	(29, 71)	1880
49	(500, 0)	(34, 47)	1880
42	(361, 0)	(38, 62)	1880
21	(296, 0)	(23, 18)	1880
23	(0, 0)	(196, 109)	1880
51	(151, 9)	(12, 19)	1880
48	(426, 391)	(25, 41)	1920
1	(45, 347)	(43, 73)	1920
3	(475, 295)	(46, 68)	1920
0	(431, 277)	(33, 73)	1920
46	(618, 259)	(37, 79)	1920
40	(83, 241)	(35, 79)	1920
30	(699, 204)	(34, 70)	1920
47	(613, 196)	(30, 68)	1920
6	(135, 192)	(69, 74)	1920
4	(271, 177)	(27, 74)	1920
5	(463, 150)	(26, 54)	1920
8	(300, 123)	(23, 62)	1920
12	(229, 110)	(29, 91)	1920
35	(370, 103)	(25, 58)	1920
45	(395, 70)	(26, 61)	1920
11	(279, 52)	(22, 55)	1920
15	(440, 44)	(19, 47)	1920
36	(319, 21)	(40, 55)	1920
50	(460, 18)	(36, 62)	1920
17	(642, 0)	(126, 156)	1920
52	(711, 117)	(27, 29)	1920
44	(715, 77)	(25, 30)	1920
19	(539, 0)	(29, 71)	1920
49	(499, 0)	(39, 47)	1920
42	(361, 0)	(40, 62)	1920
21	(296, 0)	(21, 17)	1920
23	(0, 0)	(197, 109)	1920
48	(426, 389)	(25, 43)	1960
1	(46, 348)	(45, 72)	1960
3	(474, 295)	(46, 69)	1960
0	(431, 275)	(33, 72)	1960
46	(619, 261)	(36, 79)	1960
40	(82, 243)	(36, 79)	1960
30	(698, 203)	(34, 70)	1960
47	(614, 197)	(30, 67)	1960
6	(135, 192)	(69, 74)	1960
4	(271, 176)	(27, 74)	1960
5	(463, 149)	(26, 55)	1960
8	(300, 122)	(23, 63)	1960
12	(229, 110)	(30, 93)	1960
35	(370, 103)	(25, 58)	1960
45	(395, 71)	(26, 61)	1960
11	(280, 51)	(21, 54)	1960
15	(440, 44)	(19, 48)	1960
36	(319, 21)	(40, 55)	1960
50	(460, 18)	(36, 60)	1960
17	(642, 0)	(126, 156)	1960
52	(713, 118)	(26, 27)	1960
44	(716, 77)	(24, 31)	1960
19	(539, 0)	(29, 71)	1960
49	(499, 0)	(39, 47)	1960
42	(361, 0)	(40, 62)	1960
21	(296, 0)	(24, 16)	1960
23	(0, 0)	(198, 109)	1960
53	(165, 5)	(15, 12)	1960
48	(425, 386)	(26, 46)	2000
1	(46, 349)	(48, 71)	2000
3	(473, 295)	(45, 69)	2000
0	(430, 273)	(34, 73)	2000
46	(620, 262)	(36, 79)	2000
40	(82, 245)	(36, 79)	2000
30	(696, 202)	(36, 70)	2000
47	(614, 199)	(31, 65)	2000
6	(135, 192)	(69, 73)	2000
4	(271, 175)	(27, 74)	2000
5	(462, 149)	(28, 55)	2000
8	(300, 122)	(23, 63)	2000
12	(230, 111)	(29, 94)	2000
35	(370, 103)	(25, 58)	2000
45	(395, 71)	(26, 61)	2000
11	(280, 50)	(21, 54)	2000
15	(440, 45)	(19, 47)	2000
36	(319, 21)	(45, 55)	2000
50	(461, 18)	(34, 59)	2000
17	(642, 0)	(126, 156)	2000
52	(717, 118)	(22, 22)	2000
44	(715, 77)	(26, 31)	2000
19	(539, 0)	(29, 71)	2000
49	(498, 0)	(36, 47)	2000
42	(361, 0)	(40, 62)	2000
21	(296, 0)	(23, 15)	2000
23	(0, 0)	(199, 109)	2000
53	(165, 4)	(16, 13)	2000
48	(424, 384)	(27, 48)	2040
1	(47, 349)	(49, 71)	2040
3	(473, 296)	(44, 68)	2040
0	(430, 272)	(34, 73)	2040
46	(621, 264)	(35, 79)	2040
40	(81, 246)	(37, 80)	2040
30	(693, 201)	(38, 71)	2040
47	(614, 200)	(31, 64)	2040
6	(135, 192)	(69, 73)	2040
4	(272, 173)	(26, 75)	2040
5	(462, 148)	(28, 56)	2040
8	(300, 121)	(23, 63)	2040
12	(230, 111)	(30, 96)	2040
35	(369, 104)	(26, 58)	2040
45	(395, 72)	(26, 60)	2040
11	(281, 49)	(20, 54)	2040
15	(441, 46)	(19, 47)	2040
36	(319, 21)	(45, 55)	2040
50	(461, 18)	(34, 58)	2040
17	(642, 0)	(126, 157)	2040
52	(718, 118)	(22, 22)	2040
44	(716, 78)	(25, 30)	2040
19	(537, 0)	(31, 71)	2040
49	(498, 0)	(36, 47)	2040
42	(361, 0)	(40, 62)	2040
21	(296, 0)	(24, 14)	2040
23	(0, 0)	(199, 109)	2040
48	(423, 381)	(27, 51)	2080
1	(47, 350)	(51, 71)	2080
3	(473, 296)	(43, 68)	2080
0	(429, 271)	(35, 74)	2080
46	(621, 266)	(36, 77)	2080
40	(81, 248)	(37, 79)	2080
47	(615, 202)	(31, 66)	2080
30	(691, 200)	(39, 72)	2080
6	(135, 191)	(69, 74)	2080
4	(272, 172)	(27, 74)	2080
5	(462, 147)	(27, 56)	2080
8	(301, 120)	(22, 64)	2080
12	(230, 112)	(30, 96)	2080
35	(369, 105)	(25, 59)	2080
45	(395, 72)	(26, 60)	2080
11	(281, 48)	(21, 55)	2080
15	(441, 46)	(19, 47)	2080
36	(319, 21)	(45, 54)	2080
50	(461, 17)	(34, 58)	2080
17	(643, 0)	(125, 160)	2080
52	(719, 119)	(21, 22)	2080
44	(715, 78)	(27, 31)	2080
19	(538, 0)	(30, 71)	2080
49	(498, 0)	(36, 47)	2080
42	(361, 0)	(40, 62)	2080
21	(296, 0)	(22, 14)	2080
23	(0, 0)	(199, 109)	2080
54	(169, 2)	(13, 14)	2080
48	(422, 377)	(26, 55)	2120
1	(48, 351)	(53, 76)	2120
3	(473, 295)	(41, 68)	2120
0	(428, 269)	(35, 76)	2120
40	(79, 251)	(37, 78)	2120
55	(616, 205)	(43, 139)	2120
30	(688, 199)	(40, 73)	2120
6	(135, 191)	(69, 74)	2120
4	(273, 169)	(26, 71)	2120
5	(463, 145)	(27, 56)	2120
8	(301, 118)	(22, 63)	2120
12	(230, 113)	(30, 96)	2120
35	(369, 106)	(25, 62)	2120
45	(395, 73)	(26, 59)	2120
11	(282, 47)	(21, 56)	2120
15	(441, 16)	(53, 77)	2120
17	(644, 0)	(124, 164)	2120
52	(719, 120)	(22, 22)	2120
17	(710, 77)	(33, 34)	2120
56	(701, 45)	(9, 19)	2120
19	(537, 0)	(31, 71)	2120
49	(497, 0)	(37, 47)	2120
36	(319, 0)	(82, 75)	2120
21	(296, 0)	(20, 13)	2120
23	(0, 0)	(202, 109)	2120
48	(421, 375)	(27, 57)	2160
1	(49, 352)	(52, 76)	2160
3	(473, 295)	(40, 68)	2160
0	(428, 267)	(35, 78)	2160
40	(78, 252)	(37, 77)	2160
55	(616, 207)	(44, 137)	2160
30	(688, 198)	(38, 74)	2160
6	(135, 191)	(69, 74)	2160
4	(273, 167)	(26, 70)	2160
5	(463, 144)	(27, 55)	2160
8	(301, 117)	(22, 62)	2160
12	(230, 113)	(31, 97)	2160
35	(369, 107)	(25, 62)	2160
45	(395, 73)	(27, 59)	2160
11	(282, 46)	(21, 57)	2160
15	(441, 15)	(53, 78)	2160
17	(644, 0)	(124, 166)	2160
52	(720, 121)	(21, 22)	2160
17	(711, 77)	(32, 35)	2160
19	(536, 0)	(32, 71)	2160
49	(497, 0)	(37, 46)	2160
36	(319, 0)	(83, 75)	2160
21	(296, 0)	(22, 13)	2160
23	(0, 0)	(202, 109)	2160
48	(420, 373)	(27, 59)	2200
1	(50, 352)	(51, 77)	2200
3	(473, 295)	(37, 68)	2200
0	(428, 266)	(35, 78)	2200
40	(77, 253)	(37, 76)	2200
55	(617, 209)	(44, 134)	2200
30	(688, 197)	(37, 74)	2200
6	(135, 191)	(69, 74)	2200
4	(273, 166)	(27, 68)	2200
5	(463, 143)	(27, 54)	2200
8	(301, 115)	(22, 62)	2200
12	(230, 113)	(31, 97)	2200
35	(368, 108)	(26, 62)	2200
45	(395, 73)	(26, 59)	2200
11	(282, 46)	(21, 57)	2200
15	(441, 14)	(53, 79)	2200
17	(645, 0)	(123, 166)	2200
17	(711, 77)	(33, 34)	2200
57	(699, 44)	(11, 19)	2200
19	(537, 0)	(31, 71)	2200
49	(496, 0)	(38, 46)	2200
36	(319, 0)	(86, 75)	2200
21	(298, 0)	(20, 13)	2200
23	(0, 0)	(202, 108)	2200
48	(420, 372)	(26, 60)	2240
1	(51, 353)	(51, 76)	2240
3	(473, 295)	(35, 69)	2240
0	(428, 265)	(35, 79)	2240
40	(77, 254)	(36, 75)	2240
55	(617, 210)	(44, 134)	2240
30	(688, 195)	(36, 75)	2240
6	(135, 191)	(69, 74)	2240
4	(273, 164)	(27, 68)	2240
5	(463, 142)	(27, 53)	2240
8	(301, 114)	(22, 61)	2240
12	(230, 114)	(32, 95)	2240
35	(368, 109)	(25, 62)	2240
45	(395, 74)	(27, 58)	2240
11	(283, 46)	(21, 57)	2240
15	(440, 14)	(54, 79)	2240
17	(646, 0)	(122, 167)	2240
58	(722, 122)	(19, 21)	2240
17	(712, 77)	(32, 34)	2240
57	(699, 44)	(11, 19)	2240
19	(536, 0)	(32, 71)	2240
49	(496, 0)	(38, 46)	2240
36	(319, 0)	(90, 75)	2240
21	(297, 0)	(26, 13)	2240
23	(0, 0)	(203, 108)	2240
48	(419, 370)	(26, 62)	2280
1	(51, 354)	(51, 76)	2280
3	(472, 295)	(33, 70)	2280
0	(428, 263)	(34, 80)	2280
40	(76, 255)	(37, 73)	2280
55	(617, 212)	(46, 132)	2280
30	(688, 194)	(35, 75)	2280
6	(135, 191)	(69, 74)	2280
4	(274, 163)	(26, 69)	2280
5	(464, 141)	(26, 52)	2280
12	(230, 114)	(32, 95)	2280
8	(301, 113)	(22, 60)	2280
35	(368, 110)	(25, 62)	2280
45	(395, 74)	(27, 61)	2280
11	(283, 45)	(21, 57)	2280
15	(440, 13)	(53, 81)	2280
17	(646, 0)	(122, 167)	2280
17	(712, 77)	(33, 35)	2280
57	(699, 44)	(11, 18)	2280
19	(536, 0)	(32, 71)	2280
49	(495, 0)	(39, 46)	2280
36	(319, 0)	(94, 75)	2280
21	(297, 0)	(25, 12)	2280
23	(0, 0)	(204, 108)	2280
48	(416, 367)	(27, 65)	2320
1	(53, 354)	(49, 77)	2320
3	(472, 296)	(30, 73)	2320
0	(429, 260)	(33, 77)	2320
40	(74, 257)	(37, 71)	2320
55	(619, 214)	(45, 138)	2320
30	(688, 191)	(33, 73)	2320
6	(135, 191)	(69, 74)	2320
4	(274, 161)	(27, 70)	2320
5	(465, 139)	(25, 53)	2320
12	(230, 115)	(32, 94)	2320
35	(367, 111)	(25, 61)	2320
8	(301, 111)	(22, 60)	2320
45	(395, 76)	(27, 63)	2320
11	(283, 44)	(21, 56)	2320
15	(439, 11)	(54, 86)	2320
17	(648, 0)	(120, 167)	2320
17	(713, 80)	(33, 33)	2320
57	(699, 45)	(11, 16)	2320
19	(535, 0)	(33, 70)	2320
49	(495, 0)	(34, 46)	2320
36	(319, 0)	(101, 75)	2320
21	(297, 0)	(24, 11)	2320
23	(0, 0)	(205, 108)	2320
48	(416, 365)	(26, 67)	2360
1	(54, 355)	(48, 76)	2360
3	(471, 297)	(30, 74)	2360
59	(628, 278)	(37, 79)	2360
0	(429, 258)	(33, 77)	2360
40	(73, 258)	(37, 73)	2360
60	(620, 215)	(34, 71)	2360
6	(135, 191)	(69, 73)	2360
30	(688, 190)	(33, 72)	2360
4	(274, 160)	(27, 71)	2360
5	(466, 139)	(24, 52)	2360
12	(230, 116)	(32, 94)	2360
35	(367, 112)	(25, 60)	2360
8	(301, 111)	(22, 60)	2360
45	(396, 77)	(26, 62)	2360
11	(284, 43)	(21, 56)	2360
15	(439, 11)	(54, 87)	2360
17	(648, 0)	(120, 167)	2360
61	(714, 81)	(33, 33)	2360
19	(534, 0)	(34, 70)	2360
49	(494, 0)	(35, 46)	2360
36	(319, 0)	(103, 75)	2360
21	(297, 0)	(26, 11)	2360
23	(0, 0)	(205, 108)	2360
48	(414, 363)	(27, 69)	2400
1	(55, 355)	(47, 76)	2400
3	(470, 297)	(31, 77)	2400
59	(628, 280)	(38, 81)	2400
40	(73, 260)	(36, 75)	2400
0	(429, 256)	(32, 74)	2400
60	(621, 216)	(34, 70)	2400
6	(135, 191)	(69, 73)	2400
30	(688, 188)	(32, 71)	2400
4	(274, 159)	(27, 72)	2400
5	(467, 138)	(23, 53)	2400
12	(231, 117)	(30, 95)	2400
35	(367, 112)	(25, 60)	2400
8	(301, 110)	(22, 61)	2400
45	(396, 77)	(26, 63)	2400
11	(284, 42)	(20, 55)	2400
15	(439, 10)	(54, 89)	2400
17	(649, 0)	(119, 167)	2400
61	(715, 81)	(33, 33)	2400
19	(533, 0)	(35, 70)	2400
49	(494, 0)	(35, 46)	2400
36	(319, 0)	(104, 75)	2400
21	(297, 0)	(25, 10)	2400
23	(0, 0)	(205, 108)	2400
48	(414, 361)	(26, 71)	2440
1	(56, 355)	(46, 76)	2440
3	(468, 298)	(33, 78)	2440
59	(629, 282)	(38, 81)	2440
40	(72, 262)	(37, 78)	2440
0	(428, 255)	(33, 72)	2440
60	(623, 218)	(33, 68)	2440
6	(135, 191)	(69, 73)	2440
30	(688, 187)	(31, 69)	2440
4	(274, 159)	(27, 71)	2440
5	(467, 138)	(23, 53)	2440
12	(231, 118)	(30, 96)	2440
35	(367, 112)	(25, 60)	2440
8	(301, 110)	(22, 61)	2440
45	(396, 78)	(26, 63)	2440
11	(284, 41)	(20, 54)	2440
36	(319, 7)	(60, 67)	2440
17	(648, 0)	(120, 167)	2440
61	(715, 83)	(33, 31)	2440
19	(533, 0)	(35, 70)	2440
15	(439, 0)	(90, 99)	2440
62	(381, 0)	(43, 53)	2440
21	(297, 0)	(26, 10)	2440
23	(0, 0)	(206, 108)	2440
48	(413, 359)	(27, 73)	2480
